Year,Category,Nominee,Additional Info
1992,Actor - Leading Role,Warren Beatty,Bugsy
1992,Actor - Leading Role,Robert De Niro,Cape Fear
1992,Actor - Leading Role,Anthony Hopkins,The Silence of the Lambs
1992,Actor - Leading Role,Nick Nolte,The Prince of Tides
1992,Actor - Leading Role,Robin Williams,The Fisher King
1992,Actor - Supporting Role,Tommy Lee Jones,JFK
1992,Actor - Supporting Role,Harvey Keitel,Bugsy
1992,Actor - Supporting Role,Ben Kingsley,Bugsy
1992,Actor - Supporting Role,Michael Lerner,Barton Fink
1992,Actor - Supporting Role,Jack Palance,City Slickers
1992,Actress - Leading Role,Geena Davis,Thelma Louise
1992,Actress - Leading Role,Laura Dern,Rambling Rose
1992,Actress - Leading Role,Jodie Foster,The Silence of the Lambs
1992,Actress - Leading Role,Bette Midler,For the Boys
1992,Actress - Leading Role,Susan Sarandon,Thelma Louise
1992,Actress - Supporting Role,Diane Ladd,Rambling Rose
1992,Actress - Supporting Role,Juliette Lewis,Cape Fear
1992,Actress - Supporting Role,Kate Nelligan,The Prince of Tides
1992,Actress - Supporting Role,Mercedes Ruehl,The Fisher King
1992,Actress - Supporting Role,Jessica Tandy,Fried Green Tomatoes
1992,Best Picture,Beauty and the Beast,NONE
1992,Best Picture,Bugsy,NONE
1992,Best Picture,JFK,NONE
1992,Best Picture,The Prince of Tides,NONE
1992,Best Picture,The Silence of the Lambs,NONE
1992,Cinematography,Bugsy,NONE
1992,Cinematography,JFK,NONE
1992,Cinematography,The Prince of Tides,NONE
1992,Cinematography,Terminator 2 Judgment Day,NONE
1992,Cinematography,Thelma Louise,NONE
1992,Costume Design,The Addams Family,NONE
1992,Costume Design,Barton Fink,NONE
1992,Costume Design,Bugsy,NONE
1992,Costume Design,Hook,NONE
1992,Costume Design,Madame Bovary,NONE
1992,Director,Boyz N the Hood,NONE
1992,Director,Bugsy,NONE
1992,Director,JFK,NONE
1992,Director,The Silence of the Lambs,NONE
1992,Director,Thelma Louise,NONE
1992,Documentary,Death on the Job,NONE
1992,Documentary,Doing Time Life inside the Big House,NONE
1992,Documentary,In the Shadow of the Stars,NONE
1992,Documentary,The Restless Conscience,NONE
1992,Documentary,Wild by Law,NONE
1992,Documentary,Birdnesters of Thailand,NONE
1992,Documentary,Deadly Deception General Electric Nuclear Weapons and Our Environment,NONE
1992,Documentary,A Little Vicious,NONE
1992,Documentary,The Mark of the Maker,NONE
1992,Documentary,Memorial Letters from American Soldiers,NONE
1992,Film Editing,The Commitments,NONE
1992,Film Editing,JFK,NONE
1992,Film Editing,The Silence of the Lambs,NONE
1992,Film Editing,Terminator 2 Judgment Day,NONE
1992,Film Editing,Thelma Louise,NONE
1992,Foreign Language Film,Children of Nature,NONE
1992,Foreign Language Film,The Elementary School,NONE
1992,Foreign Language Film,Mediterraneo,NONE
1992,Foreign Language Film,The Ox,NONE
1992,Foreign Language Film,Raise the Red Lantern,NONE
1992,Makeup and Hairstyling,Hook,NONE
1992,Makeup and Hairstyling,Star Trek VI The Undiscovered Country,NONE
1992,Makeup and Hairstyling,Terminator 2 Judgment Day,NONE
1992,Production Design,Barton Fink,NONE
1992,Production Design,Bugsy,NONE
1992,Production Design,The Fisher King,NONE
1992,Production Design,Hook,NONE
1992,Production Design,The Prince of Tides,NONE
1992,Score,Beauty and the Beast,NONE
1992,Score,Bugsy,NONE
1992,Score,The Fisher King,NONE
1992,Score,JFK,NONE
1992,Score,The Prince of Tides,NONE
1992,Score,Beauty and the Beast,NONE
1992,Score,Beauty and the Beast,NONE
1992,Score,Beauty and the Beast,NONE
1992,Score,Robin Hood Prince of Thieves,NONE
1992,Score,Hook,NONE
1992,Screenplay - Adapted,Europa Europa,NONE
1992,Screenplay - Adapted,Fried Green Tomatoes,NONE
1992,Screenplay - Adapted,JFK,NONE
1992,Screenplay - Adapted,The Prince of Tides,NONE
1992,Screenplay - Adapted,The Silence of the Lambs,NONE
1992,Screenplay - Original,Boyz N the Hood,NONE
1992,Screenplay - Original,Bugsy,NONE
1992,Screenplay - Original,The Fisher King,NONE
1992,Screenplay - Original,Grand Canyon,NONE
1992,Screenplay - Original,Thelma Louise,NONE
1992,Visual Effects,Backdraft,NONE
1992,Visual Effects,Hook,NONE
1992,Visual Effects,Terminator 2 Judgment Day,NONE
1992,Filler Data,Filler Data,NONE
1991,Actor - Leading Role,Kevin Costner,Dances With Wolves
1991,Actor - Leading Role,Robert De Niro,Awakenings
1991,Actor - Leading Role,Gerard Depardieu,Cyrano de Bergerac
1991,Actor - Leading Role,Richard Harris,The Field
1991,Actor - Leading Role,Jeremy Irons,Reversal of Fortune
1991,Actor - Supporting Role,Bruce Davison,Longtime Companion
1991,Actor - Supporting Role,Andy Garcia,The Godfather Part III
1991,Actor - Supporting Role,Graham Greene,Dances With Wolves
1991,Actor - Supporting Role,Al Pacino,Dick Tracy
1991,Actor - Supporting Role,Joe Pesci,Good Fellas
1991,Actress - Leading Role,Kathy Bates,Misery
1991,Actress - Leading Role,Anjelica Huston,The Grifters
1991,Actress - Leading Role,Julia Roberts,Pretty Woman
1991,Actress - Leading Role,Meryl Streep,Postcards from the Edge
1991,Actress - Leading Role,Joanne Woodward,Mr Mrs Bridge
1991,Actress - Supporting Role,Annette Bening,The Grifters
1991,Actress - Supporting Role,Lorraine Bracco,Good Fellas
1991,Actress - Supporting Role,Whoopi Goldberg,Ghost
1991,Actress - Supporting Role,Diane Ladd,Wild at Heart
1991,Actress - Supporting Role,Mary McDonnell,Dances With Wolves
1991,Best Picture,Awakenings,NONE
1991,Best Picture,Dances With Wolves,NONE
1991,Best Picture,Ghost,NONE
1991,Best Picture,The Godfather Part III,NONE
1991,Best Picture,Good Fellas,NONE
1991,Cinematography,Avalon,NONE
1991,Cinematography,Dances With Wolves,NONE
1991,Cinematography,Dick Tracy,NONE
1991,Cinematography,The Godfather Part III,NONE
1991,Cinematography,Henry June,NONE
1991,Costume Design,Avalon,NONE
1991,Costume Design,Cyrano de Bergerac,NONE
1991,Costume Design,Dances With Wolves,NONE
1991,Costume Design,Dick Tracy,NONE
1991,Costume Design,Hamlet,NONE
1991,Director,Dances With Wolves,NONE
1991,Director,The Godfather Part III,NONE
1991,Director,Good Fellas,NONE
1991,Director,The Grifters,NONE
1991,Director,Reversal of Fortune,NONE
1991,Documentary,American Dream,NONE
1991,Documentary,Berkeley in the Sixties,NONE
1991,Documentary,Building Bombs,NONE
1991,Documentary,Forever Activists Stories from the Veterans of the Abraham Lincoln Brigade,NONE
1991,Documentary,Waldo Salt A Screenwriter's Journey,NONE
1991,Documentary,Burning Down Tomorrow,NONE
1991,Documentary,Chimps So Like Us,NONE
1991,Documentary,Days of Waiting,NONE
1991,Documentary,Journey into Life The World of the Unborn,NONE
1991,Documentary,Rose Kennedy A Life to Remember,NONE
1991,Film Editing,Dances With Wolves,NONE
1991,Film Editing,Ghost,NONE
1991,Film Editing,The Godfather Part III,NONE
1991,Film Editing,Good Fellas,NONE
1991,Film Editing,The Hunt for Red October,NONE
1991,Foreign Language Film,Cyrano de Bergerac,NONE
1991,Foreign Language Film,Journey of Hope,NONE
1991,Foreign Language Film,Ju Dou,NONE
1991,Foreign Language Film,The Nasty Girl,NONE
1991,Foreign Language Film,Open Doors,NONE
1991,Makeup and Hairstyling,Cyrano de Bergerac,NONE
1991,Makeup and Hairstyling,Dick Tracy,NONE
1991,Makeup and Hairstyling,Edward Scissorhands,NONE
1991,Production Design,Cyrano de Bergerac,NONE
1991,Production Design,Dances With Wolves,NONE
1991,Production Design,Dick Tracy,NONE
1991,Production Design,The Godfather Part III,NONE
1991,Production Design,Hamlet,NONE
1991,Score,Avalon,NONE
1991,Score,Dances With Wolves,NONE
1991,Score,Ghost,NONE
1991,Score,Havana,NONE
1991,Score,Home Alone,NONE
1991,Score,Young Guns II,NONE
1991,Score,Postcards from the Edge,NONE
1991,Score,The Godfather Part III,NONE
1991,Score,Home Alone,NONE
1991,Score,Dick Tracy,NONE
1991,Screenplay,Alice,NONE
1991,Screenplay,Avalon,NONE
1991,Screenplay,Ghost,NONE
1991,Screenplay,Green Card,NONE
1991,Screenplay,Metropolitan,NONE
1991,Screenplay - Adapted,Awakenings,NONE
1991,Screenplay - Adapted,Dances With Wolves,NONE
1991,Screenplay - Adapted,Good Fellas,NONE
1991,Screenplay - Adapted,The Grifters,NONE
1991,Screenplay - Adapted,Reversal of Fortune,NONE
1991,Visual Effects,Total Recall,NONE
1990,Actor - Leading Role,Filler Data,NONE
